ID Transaksi,Produk,Kategori,Satuan,Kuantitas,Harga Satuan,Total Harga,Tanggal Pembelian
T1396,Besi Beton,Bahan Logam dan PVC,Batang,5,101000,505000,1/2/2024
T1296,Pasir,Material Konstruksi,Meter Kubik,7,447000,3129000,1/2/2024
T1314,Kuas,Alat,Buah,7,18000,126000,1/7/2024
T1048,Cat Tembok,Cat,Kaleng,7,232000,1624000,1/1/2024
T2000,Cat Kayu,Cat,Kaleng,2,89000,178000,1/7/2024
T1497,Besi Beton,Bahan Logam dan PVC,Batang,4,101000,404000,1/5/2024
T1055,Besi Beton,Bahan Logam dan PVC,Batang,1,101000,101000,1/3/2024
T1438,Batu Bata,Material Konstruksi,Buah,4,1000,4000,1/9/2024
T1306,Cat Tembok,Cat,Kaleng,1,232000,232000,1/6/2024
T1356,Pipa PVC,Bahan Logam dan PVC,Batang,4,50000,200000,1/5/2024
T1067,Besi Beton,Bahan Logam dan PVC,Batang,4,101000,404000,1/4/2024
T1433,Besi Beton,Bahan Logam dan PVC,Batang,5,101000,505000,1/9/2024
T1065,Pasir,Material Konstruksi,Meter Kubik,6,447000,2682000,1/5/2024
T1038,Besi Beton,Bahan Logam dan PVC,Batang,7,101000,707000,1/6/2024
T1670,Cat Kayu,Cat,Kaleng,1,89000,89000,1/3/2024
T1100,Sambungan PVC,Bahan Logam dan PVC,Buah,1,11000,11000,1/2/2024
T1870,Besi Beton,Bahan Logam dan PVC,Batang,1,101000,101000,1/3/2024
T1754,Besi Beton,Bahan Logam dan PVC,Batang,2,101000,202000,1/9/2024
T1139,Cat Tembok,Cat,Kaleng,5,232000,1160000,1/7/2024
T1505,Kuas,Alat,Buah,3,18000,54000,1/1/2024
T1928,Cat Kayu,Cat,Kaleng,10,89000,890000,1/4/2024
T1008,Besi Beton,Bahan Logam dan PVC,Batang,2,101000,202000,1/9/2024
T1389,Pasir,Material Konstruksi,Meter Kubik,9,447000,4023000,1/8/2024
T1753,Besi Beton,Bahan Logam dan PVC,Batang,2,101000,202000,1/9/2024
T1719,Semen,Material Konstruksi,Zak,7,63000,441000,1/3/2024
T1061,Cat Tembok,Cat,Kaleng,2,232000,464000,1/6/2024
T1254,Pasir,Material Konstruksi,Meter Kubik,10,447000,4470000,1/4/2024
T1997,Sambungan PVC,Bahan Logam dan PVC,Buah,9,11000,99000,1/4/2024
T1519,Kuas,Alat,Buah,1,18000,18000,1/2/2024
T1926,Cat Kayu,Cat,Kaleng,6,89000,534000,1/9/2024
T1541,Semen,Material Konstruksi,Zak,3,63000,189000,1/2/2024
T1696,Cat Tembok,Cat,Kaleng,10,232000,2320000,1/9/2024
T1429,Pasir,Material Konstruksi,Meter Kubik,3,447000,1341000,1/4/2024
T1742,Sambungan PVC,Bahan Logam dan PVC,Buah,3,11000,33000,1/3/2024
T1808,Kuas,Alat,Buah,7,18000,126000,1/2/2024
T1057,Pasir,Material Konstruksi,Meter Kubik,5,447000,2235000,1/8/2024
T1996,Sambungan PVC,Bahan Logam dan PVC,Buah,2,11000,22000,1/7/2024
T1396,Batu Bata,Material Konstruksi,Buah,6,1000,6000,1/3/2024
T1810,Sambungan PVC,Bahan Logam dan PVC,Buah,8,11000,88000,1/1/2024
T1449,Semen,Material Konstruksi,Zak,4,63000,252000,1/7/2024
T1657,Pasir,Material Konstruksi,Meter Kubik,10,447000,4470000,1/5/2024
T1947,Besi Beton,Bahan Logam dan PVC,Batang,8,101000,808000,1/6/2024
T1490,Cat Kayu,Cat,Kaleng,2,89000,178000,1/8/2024
T1878,Pasir,Material Konstruksi,Meter Kubik,9,447000,4023000,1/9/2024
T1280,Cat Tembok,Cat,Kaleng,4,232000,928000,1/3/2024
T1210,Cat Kayu,Cat,Kaleng,8,89000,712000,1/7/2024
T1026,Pipa PVC,Bahan Logam dan PVC,Batang,10,50000,500000,1/3/2024
T1412,Pasir,Material Konstruksi,Meter Kubik,10,447000,4470000,1/7/2024
T1228,Sambungan PVC,Bahan Logam dan PVC,Buah,1,11000,11000,1/3/2024
T1523,Semen,Material Konstruksi,Zak,7,63000,441000,1/8/2024
T1731,Cat Kayu,Cat,Kaleng,10,89000,890000,1/5/2024
T1132,Cat Kayu,Cat,Kaleng,1,89000,89000,1/6/2024
T1017,Semen,Material Konstruksi,Zak,7,63000,441000,1/2/2024
T1550,Cat Kayu,Cat,Kaleng,10,89000,890000,1/1/2024
T1421,Semen,Material Konstruksi,Zak,1,63000,63000,1/2/2024
T1557,Semen,Material Konstruksi,Zak,6,63000,378000,1/2/2024
T1657,Batu Bata,Material Konstruksi,Buah,10,1000,10000,1/9/2024
T1445,Pipa PVC,Bahan Logam dan PVC,Batang,10,50000,500000,1/6/2024
T1773,Batu Bata,Material Konstruksi,Buah,6,1000,6000,1/7/2024
T1943,Cat Tembok,Cat,Kaleng,6,232000,1392000,1/7/2024
T1600,Pipa PVC,Bahan Logam dan PVC,Batang,2,50000,100000,1/5/2024
T1250,Sambungan PVC,Bahan Logam dan PVC,Buah,10,11000,110000,1/9/2024
T1920,Besi Beton,Bahan Logam dan PVC,Batang,2,101000,202000,1/2/2024
T2057,Cat Tembok,Cat,Kaleng,10,232000,2320000,1/3/2024
T2022,Batu Bata,Material Konstruksi,Buah,3,1000,3000,1/8/2024
T1703,Batu Bata,Material Konstruksi,Buah,7,1000,7000,1/1/2024
T1614,Cat Tembok,Cat,Kaleng,3,232000,696000,1/9/2024
T1834,Besi Beton,Bahan Logam dan PVC,Batang,5,101000,505000,1/9/2024
T1128,Besi Beton,Bahan Logam dan PVC,Batang,5,101000,505000,1/2/2024
T1943,Sambungan PVC,Bahan Logam dan PVC,Buah,2,11000,22000,1/8/2024
T1355,Cat Tembok,Cat,Kaleng,6,232000,1392000,1/7/2024
T1654,Cat Tembok,Cat,Kaleng,6,232000,1392000,1/9/2024
T1769,Semen,Material Konstruksi,Zak,3,63000,189000,1/8/2024
T1165,Kuas,Alat,Buah,2,18000,36000,1/3/2024
T1505,Pipa PVC,Bahan Logam dan PVC,Batang,10,50000,500000,1/9/2024
T1857,Semen,Material Konstruksi,Zak,5,63000,315000,1/2/2024
T1760,Sambungan PVC,Bahan Logam dan PVC,Buah,6,11000,66000,1/1/2024
T1378,Cat Kayu,Cat,Kaleng,10,89000,890000,1/6/2024
T2040,Kuas,Alat,Buah,4,18000,72000,1/8/2024
T1075,Besi Beton,Bahan Logam dan PVC,Batang,3,101000,303000,1/7/2024
T1301,Pasir,Material Konstruksi,Meter Kubik,8,447000,3576000,1/6/2024
T1392,Kuas,Alat,Buah,5,18000,90000,1/5/2024
T2008,Cat Kayu,Cat,Kaleng,3,89000,267000,1/2/2024
T1422,Pipa PVC,Bahan Logam dan PVC,Batang,1,50000,50000,1/5/2024
T1616,Cat Tembok,Cat,Kaleng,7,232000,1624000,1/3/2024
T1100,Pasir,Material Konstruksi,Meter Kubik,7,447000,3129000,1/5/2024
T1940,Cat Kayu,Cat,Kaleng,4,89000,356000,1/5/2024
T1659,Besi Beton,Bahan Logam dan PVC,Batang,6,101000,606000,1/2/2024
T1927,Sambungan PVC,Bahan Logam dan PVC,Buah,2,11000,22000,1/6/2024
T1736,Sambungan PVC,Bahan Logam dan PVC,Buah,9,11000,99000,1/1/2024
T1012,Cat Tembok,Cat,Kaleng,5,232000,1160000,1/3/2024
T1370,Sambungan PVC,Bahan Logam dan PVC,Buah,9,11000,99000,1/3/2024
T1696,Cat Kayu,Cat,Kaleng,2,89000,178000,1/6/2024
T1467,Cat Tembok,Cat,Kaleng,5,232000,1160000,1/5/2024
T1199,Pipa PVC,Bahan Logam dan PVC,Batang,8,50000,400000,1/8/2024
T1507,Pasir,Material Konstruksi,Meter Kubik,4,447000,1788000,1/2/2024
T1550,Besi Beton,Bahan Logam dan PVC,Batang,10,101000,1010000,1/9/2024
T1999,Pipa PVC,Bahan Logam dan PVC,Batang,9,50000,450000,1/2/2024
T1699,Kuas,Alat,Buah,2,18000,36000,1/2/2024
T1830,Besi Beton,Bahan Logam dan PVC,Batang,1,101000,101000,1/5/2024
T1977,Batu Bata,Material Konstruksi,Buah,9,1000,9000,1/1/2024
T1515,Pasir,Material Konstruksi,Meter Kubik,7,447000,3129000,1/5/2024
T2023,Kuas,Alat,Buah,3,18000,54000,1/2/2024
T1781,Kuas,Alat,Buah,5,18000,90000,1/1/2024
T1400,Semen,Material Konstruksi,Zak,9,63000,567000,1/7/2024
T1185,Sambungan PVC,Bahan Logam dan PVC,Buah,1,11000,11000,1/4/2024
T1588,Cat Tembok,Cat,Kaleng,5,232000,1160000,1/2/2024
T1928,Kuas,Alat,Buah,1,18000,18000,1/6/2024
T1730,Semen,Material Konstruksi,Zak,3,63000,189000,1/6/2024
T1612,Cat Tembok,Cat,Kaleng,8,232000,1856000,1/2/2024
T1841,Besi Beton,Bahan Logam dan PVC,Batang,9,101000,909000,1/8/2024
T1444,Cat Kayu,Cat,Kaleng,10,89000,890000,1/1/2024
T2017,Kuas,Alat,Buah,3,18000,54000,1/8/2024
T1020,Cat Tembok,Cat,Kaleng,1,232000,232000,1/2/2024
T1808,Besi Beton,Bahan Logam dan PVC,Batang,1,101000,101000,1/6/2024
T1436,Pipa PVC,Bahan Logam dan PVC,Batang,4,50000,200000,1/6/2024
T1102,Cat Tembok,Cat,Kaleng,4,232000,928000,1/1/2024
T1812,Kuas,Alat,Buah,1,18000,18000,1/2/2024
T1813,Sambungan PVC,Bahan Logam dan PVC,Buah,10,11000,110000,1/8/2024
T1767,Semen,Material Konstruksi,Zak,8,63000,504000,1/8/2024
T1287,Batu Bata,Material Konstruksi,Buah,9,1000,9000,1/4/2024
T2060,Pasir,Material Konstruksi,Meter Kubik,2,447000,894000,1/9/2024
T1915,Cat Tembok,Cat,Kaleng,8,232000,1856000,1/6/2024
T1925,Batu Bata,Material Konstruksi,Buah,3,1000,3000,1/5/2024
T1998,Cat Tembok,Cat,Kaleng,1,232000,232000,1/4/2024
T1395,Kuas,Alat,Buah,3,18000,54000,1/5/2024
T1083,Cat Kayu,Cat,Kaleng,2,89000,178000,1/4/2024
T1817,Besi Beton,Bahan Logam dan PVC,Batang,6,101000,606000,1/6/2024
T1882,Kuas,Alat,Buah,10,18000,180000,1/8/2024
T1438,Pasir,Material Konstruksi,Meter Kubik,8,447000,3576000,1/2/2024
T1904,Batu Bata,Material Konstruksi,Buah,10,1000,10000,1/3/2024
T1934,Cat Tembok,Cat,Kaleng,5,232000,1160000,1/8/2024
T1020,Kuas,Alat,Buah,9,18000,162000,1/3/2024
T1371,Batu Bata,Material Konstruksi,Buah,5,1000,5000,1/2/2024
T1845,Kuas,Alat,Buah,5,18000,90000,1/8/2024
T1370,Sambungan PVC,Bahan Logam dan PVC,Buah,9,11000,99000,1/3/2024
T1967,Cat Kayu,Cat,Kaleng,5,89000,445000,1/3/2024
T1554,Semen,Material Konstruksi,Zak,1,63000,63000,1/2/2024
T1717,Batu Bata,Material Konstruksi,Buah,6,1000,6000,1/3/2024
T1769,Besi Beton,Bahan Logam dan PVC,Batang,2,101000,202000,1/7/2024
T1221,Semen,Material Konstruksi,Zak,7,63000,441000,1/1/2024
T1849,Batu Bata,Material Konstruksi,Buah,3,1000,3000,1/8/2024
T1279,Cat Kayu,Cat,Kaleng,8,89000,712000,1/6/2024
T1974,Pasir,Material Konstruksi,Meter Kubik,8,447000,3576000,1/6/2024
T1320,Batu Bata,Material Konstruksi,Buah,8,1000,8000,1/2/2024
T1379,Sambungan PVC,Bahan Logam dan PVC,Buah,8,11000,88000,1/7/2024
T1745,Kuas,Alat,Buah,5,18000,90000,1/3/2024
T1378,Besi Beton,Bahan Logam dan PVC,Batang,10,101000,1010000,1/2/2024
T1617,Pasir,Material Konstruksi,Meter Kubik,8,447000,3576000,1/6/2024
T1099,Cat Kayu,Cat,Kaleng,8,89000,712000,1/5/2024
T1285,Semen,Material Konstruksi,Zak,1,63000,63000,1/8/2024
T1737,Kuas,Alat,Buah,10,18000,180000,1/7/2024
T1475,Pipa PVC,Bahan Logam dan PVC,Batang,7,50000,350000,1/5/2024
T1408,Pasir,Material Konstruksi,Meter Kubik,6,447000,2682000,1/7/2024
T1834,Batu Bata,Material Konstruksi,Buah,5,1000,5000,1/4/2024
T1834,Cat Tembok,Cat,Kaleng,8,232000,1856000,1/7/2024
T1454,Kuas,Alat,Buah,7,18000,126000,1/2/2024
T1520,Cat Tembok,Cat,Kaleng,10,232000,2320000,1/3/2024
T1815,Pasir,Material Konstruksi,Meter Kubik,9,447000,4023000,1/9/2024
T2062,Besi Beton,Bahan Logam dan PVC,Batang,9,101000,909000,1/7/2024
T1323,Pipa PVC,Bahan Logam dan PVC,Batang,10,50000,500000,1/3/2024
T1928,Cat Tembok,Cat,Kaleng,5,232000,1160000,1/3/2024
T1104,Batu Bata,Material Konstruksi,Buah,3,1000,3000,1/2/2024
T1762,Pasir,Material Konstruksi,Meter Kubik,6,447000,2682000,1/8/2024
T1224,Pasir,Material Konstruksi,Meter Kubik,9,447000,4023000,1/2/2024
T1443,Kuas,Alat,Buah,8,18000,144000,1/1/2024
T1748,Batu Bata,Material Konstruksi,Buah,8,1000,8000,1/3/2024
T1288,Semen,Material Konstruksi,Zak,4,63000,252000,1/8/2024
T1893,Cat Kayu,Cat,Kaleng,1,89000,89000,1/8/2024
T1136,Sambungan PVC,Bahan Logam dan PVC,Buah,10,11000,110000,1/8/2024
T1436,Kuas,Alat,Buah,3,18000,54000,1/6/2024
T1763,Besi Beton,Bahan Logam dan PVC,Batang,2,101000,202000,1/7/2024
T2031,Pipa PVC,Bahan Logam dan PVC,Batang,2,50000,100000,1/7/2024
T1037,Cat Tembok,Cat,Kaleng,1,232000,232000,1/8/2024
T1347,Batu Bata,Material Konstruksi,Buah,5,1000,5000,1/8/2024
T1307,Pasir,Material Konstruksi,Meter Kubik,1,447000,447000,1/6/2024
T1443,Sambungan PVC,Bahan Logam dan PVC,Buah,1,11000,11000,1/1/2024
T1852,Cat Kayu,Cat,Kaleng,10,89000,890000,1/5/2024
T1114,Batu Bata,Material Konstruksi,Buah,8,1000,8000,1/9/2024
T1824,Semen,Material Konstruksi,Zak,4,63000,252000,1/8/2024
T1232,Sambungan PVC,Bahan Logam dan PVC,Buah,1,11000,11000,1/3/2024
T1176,Sambungan PVC,Bahan Logam dan PVC,Buah,1,11000,11000,1/9/2024
T1052,Batu Bata,Material Konstruksi,Buah,4,1000,4000,1/7/2024
T1384,Pipa PVC,Bahan Logam dan PVC,Batang,8,50000,400000,1/8/2024
T1797,Batu Bata,Material Konstruksi,Buah,4,1000,4000,1/8/2024
T1854,Cat Tembok,Cat,Kaleng,4,232000,928000,1/4/2024
T1021,Besi Beton,Bahan Logam dan PVC,Batang,7,101000,707000,1/8/2024
T1191,Semen,Material Konstruksi,Zak,10,63000,630000,1/7/2024
T1230,Kuas,Alat,Buah,7,18000,126000,1/8/2024
T1353,Sambungan PVC,Bahan Logam dan PVC,Buah,9,11000,99000,1/7/2024
T1344,Kuas,Alat,Buah,4,18000,72000,1/8/2024
T1140,Semen,Material Konstruksi,Zak,2,63000,126000,1/2/2024
T1356,Pipa PVC,Bahan Logam dan PVC,Batang,1,50000,50000,1/9/2024
T1858,Kuas,Alat,Buah,8,18000,144000,1/9/2024
T1620,Kuas,Alat,Buah,5,18000,90000,1/5/2024
T1667,Batu Bata,Material Konstruksi,Buah,5,1000,5000,1/9/2024
T1046,Cat Tembok,Cat,Kaleng,3,232000,696000,1/7/2024
T1061,Kuas,Alat,Buah,6,18000,108000,1/7/2024
T2009,Cat Kayu,Cat,Kaleng,7,89000,623000,1/6/2024
T1602,Pipa PVC,Bahan Logam dan PVC,Batang,1,50000,50000,1/1/2024
T1751,Semen,Material Konstruksi,Zak,10,63000,630000,1/8/2024
T1880,Kuas,Alat,Buah,10,18000,180000,1/2/2024
T1375,Besi Beton,Bahan Logam dan PVC,Batang,1,101000,101000,1/8/2024
T1860,Pipa PVC,Bahan Logam dan PVC,Batang,6,50000,300000,1/9/2024
T1502,Besi Beton,Bahan Logam dan PVC,Batang,10,101000,1010000,1/1/2024
T1687,Sambungan PVC,Bahan Logam dan PVC,Buah,7,11000,77000,1/9/2024
T1974,Kuas,Alat,Buah,2,18000,36000,1/6/2024
T1225,Besi Beton,Bahan Logam dan PVC,Batang,3,101000,303000,1/6/2024
T1209,Pipa PVC,Bahan Logam dan PVC,Batang,6,50000,300000,1/8/2024
T1755,Sambungan PVC,Bahan Logam dan PVC,Buah,10,11000,110000,1/6/2024
T1843,Pipa PVC,Bahan Logam dan PVC,Batang,9,50000,450000,1/5/2024
T1132,Batu Bata,Material Konstruksi,Buah,4,1000,4000,1/7/2024
T1220,Sambungan PVC,Bahan Logam dan PVC,Buah,10,11000,110000,1/6/2024
T1787,Batu Bata,Material Konstruksi,Buah,8,1000,8000,1/3/2024
T1689,Kuas,Alat,Buah,5,18000,90000,1/2/2024
T1160,Batu Bata,Material Konstruksi,Buah,8,1000,8000,1/6/2024
T1966,Pasir,Material Konstruksi,Meter Kubik,2,447000,894000,1/1/2024
T1823,Batu Bata,Material Konstruksi,Buah,7,1000,7000,1/7/2024
T1700,Batu Bata,Material Konstruksi,Buah,9,1000,9000,1/3/2024
T2067,Batu Bata,Material Konstruksi,Buah,4,1000,4000,1/1/2024
T1511,Cat Tembok,Cat,Kaleng,4,232000,928000,1/2/2024
T1266,Semen,Material Konstruksi,Zak,4,63000,252000,1/6/2024
T1701,Batu Bata,Material Konstruksi,Buah,9,1000,9000,1/2/2024
T1871,Besi Beton,Bahan Logam dan PVC,Batang,5,101000,505000,1/6/2024
T1322,Cat Kayu,Cat,Kaleng,8,89000,712000,1/2/2024
T1082,Cat Kayu,Cat,Kaleng,3,89000,267000,1/6/2024
T1691,Pipa PVC,Bahan Logam dan PVC,Batang,2,50000,100000,1/7/2024
T1395,Semen,Material Konstruksi,Zak,1,63000,63000,1/7/2024
T1048,Kuas,Alat,Buah,1,18000,18000,1/4/2024
T1535,Cat Kayu,Cat,Kaleng,5,89000,445000,1/7/2024
T1638,Sambungan PVC,Bahan Logam dan PVC,Buah,7,11000,77000,1/1/2024
T1966,Kuas,Alat,Buah,1,18000,18000,1/8/2024
T1446,Sambungan PVC,Bahan Logam dan PVC,Buah,3,11000,33000,1/4/2024
T1652,Besi Beton,Bahan Logam dan PVC,Batang,9,101000,909000,1/7/2024
T1228,Cat Tembok,Cat,Kaleng,10,232000,2320000,1/7/2024
T1988,Pipa PVC,Bahan Logam dan PVC,Batang,1,50000,50000,1/2/2024
T1074,Kuas,Alat,Buah,9,18000,162000,1/2/2024
T1028,Kuas,Alat,Buah,4,18000,72000,1/2/2024
T1939,Kuas,Alat,Buah,5,18000,90000,1/3/2024
T1228,Kuas,Alat,Buah,6,18000,108000,1/2/2024
T1572,Sambungan PVC,Bahan Logam dan PVC,Buah,8,11000,88000,1/7/2024
T1325,Sambungan PVC,Bahan Logam dan PVC,Buah,7,11000,77000,1/7/2024
T1323,Pasir,Material Konstruksi,Meter Kubik,3,447000,1341000,1/6/2024
T1164,Semen,Material Konstruksi,Zak,9,63000,567000,1/7/2024
T1192,Sambungan PVC,Bahan Logam dan PVC,Buah,9,11000,99000,1/3/2024
T2033,Batu Bata,Material Konstruksi,Buah,2,1000,2000,1/1/2024
T1339,Semen,Material Konstruksi,Zak,5,63000,315000,1/1/2024
T1465,Besi Beton,Bahan Logam dan PVC,Batang,3,101000,303000,1/9/2024
T1604,Semen,Material Konstruksi,Zak,7,63000,441000,1/4/2024
T1820,Cat Kayu,Cat,Kaleng,10,89000,890000,1/1/2024
T1513,Batu Bata,Material Konstruksi,Buah,9,1000,9000,1/7/2024
T2029,Batu Bata,Material Konstruksi,Buah,5,1000,5000,1/4/2024
T1600,Cat Kayu,Cat,Kaleng,6,89000,534000,1/7/2024
T1160,Kuas,Alat,Buah,4,18000,72000,1/8/2024
T1148,Besi Beton,Bahan Logam dan PVC,Batang,1,101000,101000,1/8/2024
T1386,Besi Beton,Bahan Logam dan PVC,Batang,8,101000,808000,1/9/2024
T1597,Cat Tembok,Cat,Kaleng,1,232000,232000,1/2/2024
T1140,Batu Bata,Material Konstruksi,Buah,1,1000,1000,1/1/2024
T1588,Cat Kayu,Cat,Kaleng,10,89000,890000,1/9/2024
T1750,Pipa PVC,Bahan Logam dan PVC,Batang,3,50000,150000,1/3/2024
T1702,Semen,Material Konstruksi,Zak,3,63000,189000,1/1/2024
T1056,Pipa PVC,Bahan Logam dan PVC,Batang,1,50000,50000,1/7/2024
T1737,Besi Beton,Bahan Logam dan PVC,Batang,9,101000,909000,1/6/2024
T1971,Besi Beton,Bahan Logam dan PVC,Batang,8,101000,808000,1/7/2024
T1248,Kuas,Alat,Buah,10,18000,180000,1/5/2024
T1389,Batu Bata,Material Konstruksi,Buah,1,1000,1000,1/2/2024
T1857,Batu Bata,Material Konstruksi,Buah,9,1000,9000,1/8/2024
T1175,Cat Tembok,Cat,Kaleng,8,232000,1856000,1/6/2024
T1738,Batu Bata,Material Konstruksi,Buah,6,1000,6000,1/1/2024
T1715,Besi Beton,Bahan Logam dan PVC,Batang,10,101000,1010000,1/6/2024
T1313,Pasir,Material Konstruksi,Meter Kubik,7,447000,3129000,1/8/2024
T1127,Pipa PVC,Bahan Logam dan PVC,Batang,9,50000,450000,1/7/2024
T1699,Sambungan PVC,Bahan Logam dan PVC,Buah,10,11000,110000,1/2/2024
T1810,Batu Bata,Material Konstruksi,Buah,3,1000,3000,1/6/2024
T1830,Cat Tembok,Cat,Kaleng,8,232000,1856000,1/4/2024
T2009,Batu Bata,Material Konstruksi,Buah,9,1000,9000,1/7/2024
T1599,Pasir,Material Konstruksi,Meter Kubik,2,447000,894000,1/2/2024
T1993,Pipa PVC,Bahan Logam dan PVC,Batang,4,50000,200000,1/7/2024
T1132,Batu Bata,Material Konstruksi,Buah,10,1000,10000,1/1/2024
T1768,Pasir,Material Konstruksi,Meter Kubik,8,447000,3576000,1/3/2024
T1470,Pasir,Material Konstruksi,Meter Kubik,5,447000,2235000,1/5/2024
T1395,Pipa PVC,Bahan Logam dan PVC,Batang,4,50000,200000,1/6/2024
T1864,Besi Beton,Bahan Logam dan PVC,Batang,2,101000,202000,1/8/2024
T1023,Besi Beton,Bahan Logam dan PVC,Batang,5,101000,505000,1/7/2024
T1437,Pipa PVC,Bahan Logam dan PVC,Batang,8,50000,400000,1/2/2024
T1586,Batu Bata,Material Konstruksi,Buah,1,1000,1000,1/3/2024
T1848,Cat Tembok,Cat,Kaleng,5,232000,1160000,1/6/2024
T1938,Kuas,Alat,Buah,10,18000,180000,1/3/2024
T1909,Besi Beton,Bahan Logam dan PVC,Batang,10,101000,1010000,1/3/2024
T1633,Semen,Material Konstruksi,Zak,8,63000,504000,1/2/2024
T1742,Semen,Material Konstruksi,Zak,8,63000,504000,1/7/2024
T1801,Besi Beton,Bahan Logam dan PVC,Batang,9,101000,909000,1/1/2024
T1339,Semen,Material Konstruksi,Zak,9,63000,567000,1/5/2024
T1167,Cat Tembok,Cat,Kaleng,4,232000,928000,1/4/2024
T1149,Sambungan PVC,Bahan Logam dan PVC,Buah,9,11000,99000,1/2/2024
T1645,Kuas,Alat,Buah,9,18000,162000,1/3/2024
T1783,Kuas,Alat,Buah,5,18000,90000,1/1/2024
T1486,Cat Tembok,Cat,Kaleng,5,232000,1160000,1/3/2024
T1191,Batu Bata,Material Konstruksi,Buah,5,1000,5000,1/6/2024
T1797,Pipa PVC,Bahan Logam dan PVC,Batang,1,50000,50000,1/4/2024
T1201,Pasir,Material Konstruksi,Meter Kubik,9,447000,4023000,1/8/2024
T1036,Pipa PVC,Bahan Logam dan PVC,Batang,4,50000,200000,1/4/2024
T1764,Sambungan PVC,Bahan Logam dan PVC,Buah,2,11000,22000,1/8/2024
T1539,Pasir,Material Konstruksi,Meter Kubik,1,447000,447000,1/3/2024
T1393,Sambungan PVC,Bahan Logam dan PVC,Buah,7,11000,77000,1/1/2024
T1699,Cat Kayu,Cat,Kaleng,9,89000,801000,1/3/2024
T1917,Sambungan PVC,Bahan Logam dan PVC,Buah,5,11000,55000,1/9/2024
T1567,Kuas,Alat,Buah,7,18000,126000,1/7/2024
T2032,Sambungan PVC,Bahan Logam dan PVC,Buah,9,11000,99000,1/1/2024
T1699,Semen,Material Konstruksi,Zak,3,63000,189000,1/6/2024
T1168,Cat Kayu,Cat,Kaleng,2,89000,178000,1/4/2024
T2051,Besi Beton,Bahan Logam dan PVC,Batang,5,101000,505000,1/4/2024
T1103,Batu Bata,Material Konstruksi,Buah,3,1000,3000,1/6/2024
T1768,Cat Kayu,Cat,Kaleng,2,89000,178000,1/7/2024
T1899,Cat Kayu,Cat,Kaleng,1,89000,89000,1/4/2024
T1545,Kuas,Alat,Buah,9,18000,162000,1/1/2024
T1316,Pasir,Material Konstruksi,Meter Kubik,7,447000,3129000,1/6/2024
T1332,Besi Beton,Bahan Logam dan PVC,Batang,1,101000,101000,1/1/2024
T1539,Cat Kayu,Cat,Kaleng,1,89000,89000,1/7/2024
T1908,Semen,Material Konstruksi,Zak,1,63000,63000,1/3/2024
T1521,Semen,Material Konstruksi,Zak,9,63000,567000,1/8/2024
T1708,Cat Kayu,Cat,Kaleng,2,89000,178000,1/6/2024
T1559,Semen,Material Konstruksi,Zak,4,63000,252000,1/9/2024
T1355,Pasir,Material Konstruksi,Meter Kubik,5,447000,2235000,1/6/2024
T1264,Sambungan PVC,Bahan Logam dan PVC,Buah,3,11000,33000,1/6/2024
T1801,Kuas,Alat,Buah,10,18000,180000,1/6/2024
T1349,Batu Bata,Material Konstruksi,Buah,2,1000,2000,1/2/2024
T1583,Semen,Material Konstruksi,Zak,5,63000,315000,1/2/2024
T1146,Cat Kayu,Cat,Kaleng,8,89000,712000,1/6/2024
T1788,Cat Kayu,Cat,Kaleng,4,89000,356000,1/2/2024
T1841,Sambungan PVC,Bahan Logam dan PVC,Buah,2,11000,22000,1/2/2024
T1758,Sambungan PVC,Bahan Logam dan PVC,Buah,3,11000,33000,1/4/2024
T1601,Batu Bata,Material Konstruksi,Buah,4,1000,4000,1/7/2024
T1508,Semen,Material Konstruksi,Zak,3,63000,189000,1/3/2024
T1476,Semen,Material Konstruksi,Zak,6,63000,378000,1/9/2024
T1665,Pipa PVC,Bahan Logam dan PVC,Batang,7,50000,350000,1/8/2024
T1530,Batu Bata,Material Konstruksi,Buah,9,1000,9000,1/9/2024
T1524,Besi Beton,Bahan Logam dan PVC,Batang,7,101000,707000,1/9/2024
T1143,Pasir,Material Konstruksi,Meter Kubik,2,447000,894000,1/9/2024
T1972,Cat Tembok,Cat,Kaleng,9,232000,2088000,1/5/2024
T1455,Batu Bata,Material Konstruksi,Buah,2,1000,2000,1/9/2024
T1949,Pasir,Material Konstruksi,Meter Kubik,6,447000,2682000,1/8/2024
T1329,Cat Kayu,Cat,Kaleng,9,89000,801000,1/7/2024
T1381,Besi Beton,Bahan Logam dan PVC,Batang,3,101000,303000,1/6/2024
T1449,Semen,Material Konstruksi,Zak,3,63000,189000,1/9/2024
T1019,Cat Tembok,Cat,Kaleng,2,232000,464000,1/2/2024
T2054,Semen,Material Konstruksi,Zak,6,63000,378000,1/8/2024
T1252,Pasir,Material Konstruksi,Meter Kubik,9,447000,4023000,1/3/2024
T1222,Pipa PVC,Bahan Logam dan PVC,Batang,8,50000,400000,1/3/2024
T1227,Cat Tembok,Cat,Kaleng,6,232000,1392000,1/1/2024
T1701,Cat Tembok,Cat,Kaleng,9,232000,2088000,1/5/2024
T1290,Cat Kayu,Cat,Kaleng,4,89000,356000,1/5/2024
T2027,Besi Beton,Bahan Logam dan PVC,Batang,8,101000,808000,1/8/2024
T1435,Batu Bata,Material Konstruksi,Buah,5,1000,5000,1/4/2024
